Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Entrega_Atipica,Fecha_Futura_Invalida,Es_Venta_Fantasma,Categoria,Stock_Actual,Costo_Unitario_USD,Costo_Atipico,Bodega_Origen,Lead_Time_Dias_Clean,Ultima_Revision,Dias_Desde_Ultima_Revision,Rating_Producto_Prom,Rating_Logistica_Prom,Satisfaccion_NPS_Prom,Ticket_Soporte_Abierto,N_Feedbacks,Ingreso_Bruto,Margen_Utilidad_USD,Margen_Porcentual,Brecha_Entrega_Dias,Ratio_Soporte_Categoria
TRX-10098,PROD-3818,2025-11-18,10.0,278.64,40.28,17.0,En Camino,Cali,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,2786.3999999999996,,,,0.20959451741861793
TRX-10099,PROD-3281,2025-05-11,13.0,850.9,35.18,16.0,Entregado,Medellín,Físico,False,False,False,Smartphones,39.0,1366.25,False,Bod-Ext-99,0.0,2024-07-17,563.0,1.0,5.0,2.9,False,1,11061.699999999999,-6734.7300000000005,-0.6088331811566036,16.0,0.20174165457184326
TRX-10100,PROD-1899,2026-02-01,7.0,191.03,68.77,11.0,Retrasado,Bogotá,WhatsApp,False,True,False,Smartphones,1760.0,1052.9,False,Zona_Franca,5.0,2025-04-21,285.0,,,,False,0,1337.21,-6101.8600000000015,-4.5631277061942415,6.0,0.20174165457184326
TRX-10101,PROD-3804,2025-02-06,12.0,533.85,36.68,13.0,Devuelto,Medellín,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,6406.200000000001,,,,0.20959451741861793
TRX-10102,PROD-2328,2025-09-08,6.0,748.95,59.39,18.0,Retrasado,Cali,Online,False,False,False,Laptops,1296.0,971.22,False,Norte,10.0,2024-07-07,573.0,,,,False,0,4493.700000000001,-1393.01,-0.3099917662505285,8.0,0.21533203125
TRX-10103,PROD-1229,2025-12-21,6.0,1705.21,33.45,14.0,Retrasado,Medellín,Físico,False,False,False,Monitores,1260.0,1450.33,False,Norte,3.0,2024-07-17,563.0,,,,False,0,10231.26,1495.8300000000006,0.14620193407263626,11.0,0.20249520153550865
TRX-10104,PROD-1938,2025-10-28,5.0,1587.17,79.46,2.0,Perdido,Bucaramanga,WhatsApp,False,False,False,Laptops,1390.0,1050.97,False,Norte,27.5,2024-03-25,677.0,,,,False,0,7935.85,2601.54,0.32782121637883777,-25.5,0.21533203125
TRX-10105,PROD-1131,2025-09-12,13.0,891.08,34.68,12.0,Entregado,Sin Ciudad,WhatsApp,False,False,False,Monitores,1572.0,570.85,False,Norte,10.0,2025-01-15,381.0,1.5,1.0,7.6,True,2,11584.04,4128.3099999999995,0.3563791216190551,2.0,0.20249520153550865
TRX-10106,PROD-2292,2025-01-12,13.0,1451.9,55.82,22.0,Sin Información,Medellín,Online,False,False,False,Accesorios,926.0,348.67,False,Bod-Ext-99,5.0,2025-08-03,181.0,,,,False,0,18874.7,14286.17,0.756895208930473,17.0,0.20368574199806014
TRX-10107,PROD-2643,2026-01-20,14.0,1141.61,7.2,21.0,Retrasado,Medellín,WhatsApp,False,False,False,Tablets,223.0,687.37,False,Occidente,10.0,2025-06-20,225.0,,,,False,0,15982.539999999999,6352.159999999999,0.39744371044902743,11.0,0.20235756385068762
TRX-10108,PROD-2096,2025-07-27,7.0,688.28,52.36,29.0,Devuelto,Bucaramanga,Online,False,False,False,Tablets,650.0,321.33,False,Zona_Franca,10.0,2025-11-03,89.0,,,,False,0,4817.96,2516.29,0.5222729121869006,19.0,0.20235756385068762
TRX-10109,PROD-1271,2025-02-15,5.0,1454.49,80.21,26.0,Devuelto,Medellín,App,False,False,False,Sin Categoría,253.0,1393.37,False,Sur,0.0,2025-06-04,241.0,2.0,4.0,67.5,True,1,7272.45,225.3900000000006,0.03099230658168851,26.0,0.20517737296260785
TRX-10110,PROD-1864,2025-12-13,14.0,1370.16,63.93,10.0,Perdido,Medellín,Físico,False,False,False,Accesorios,1733.0,1208.05,False,Sur,5.0,2025-02-03,362.0,5.0,1.0,-22.3,False,1,19182.24,2205.610000000002,0.11498187907147454,5.0,0.20368574199806014
TRX-10111,PROD-3323,2024-10-25,2.0,1242.0,23.26,29.0,Retrasado,Barranquilla,App,False,False,False,Sin Categoría,1044.0,958.91,False,Sur,0.0,2025-10-04,119.0,,,,False,0,2484.0,542.9200000000001,0.21856682769726252,29.0,0.20517737296260785
TRX-10112,PROD-3940,2025-06-09,4.0,1239.73,25.46,7.0,Devuelto,Bogotá,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,4958.92,,,,0.20959451741861793
TRX-10113,PROD-2288,2024-12-18,1.0,1369.13,29.94,2.0,Sin Información,Bogotá,App,False,False,False,Accesorios,1795.0,1075.55,False,Bod-Ext-99,10.0,2024-06-11,599.0,2.0,2.0,48.2,False,1,1369.13,263.64000000000016,0.19256023898388036,-8.0,0.20368574199806014
TRX-10114,PROD-1870,2025-08-19,7.0,775.25,59.77,25.0,Devuelto,Bogotá,Online,False,False,False,Monitores,723.0,868.66,False,Norte,0.0,2025-09-09,144.0,,,,False,0,5426.75,-713.6399999999998,-0.13150412309393278,25.0,0.20249520153550865
TRX-10115,PROD-3684,2025-12-02,4.0,1739.46,57.09,18.0,Perdido,Bucaramanga,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,6957.84,,,,0.20959451741861793
TRX-10116,PROD-3044,2025-06-14,13.0,332.99,31.02,17.0,Retrasado,Medellín,App,False,False,False,Sin Categoría,1207.0,1389.41,False,Norte,5.0,2025-08-25,159.0,4.0,4.0,-98.8,False,1,4328.87,-13764.480000000001,-3.1796935458907294,12.0,0.20517737296260785
TRX-10117,PROD-2620,2025-08-08,4.0,1768.93,70.94,16.0,Perdido,Bucaramanga,Online,False,False,False,Monitores,136.0,826.54,False,Bod-Ext-99,10.0,2024-09-05,513.0,,,,False,0,7075.72,3698.6200000000003,0.5227199493479109,6.0,0.20249520153550865
TRX-10118,PROD-3633,2024-10-22,13.0,691.14,89.46,2.0,Retrasado,Medellín,WhatsApp,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,2.5,4.0,74.3,True,2,8984.82,,,,0.20959451741861793
TRX-10119,PROD-2879,2025-10-19,4.0,258.81,9.13,11.0,Devuelto,Cali,App,False,False,False,Laptops,1032.0,1399.47,False,Sur,0.0,2025-03-21,316.0,1.0,3.0,64.3,True,1,1035.24,-4571.77,-4.416145048491171,11.0,0.21533203125
TRX-10120,PROD-1585,2025-05-12,3.0,1204.05,52.36,19.0,Sin Información,Cali,Online,False,False,False,Smartphones,1987.0,990.71,False,Bod-Ext-99,10.0,2025-08-02,182.0,,,,False,0,3612.1499999999996,587.6599999999997,0.1626898107775147,9.0,0.20174165457184326
TRX-10121,PROD-2084,2025-10-16,8.0,758.21,44.63,22.0,Entregado,Sin Ciudad,Online,False,False,False,Laptops,1440.0,551.09,False,Zona_Franca,27.5,2025-03-27,310.0,2.0,4.0,-95.3,True,1,6065.68,1612.33,0.26581191226705,-5.5,0.21533203125
TRX-10122,PROD-1571,2024-12-07,4.0,1632.84,61.38,7.0,Devuelto,Bucaramanga,Online,False,False,False,Smartphones,1618.0,1496.74,False,Norte,10.0,2025-07-30,185.0,,,,False,0,6531.36,483.01999999999964,0.07395396977046123,-3.0,0.20174165457184326
TRX-10123,PROD-2010,2025-12-13,8.0,867.26,60.71,27.0,Entregado,Barranquilla,Online,False,False,False,Monitores,736.0,1325.88,False,Norte,3.0,2025-09-06,147.0,,,,False,0,6938.08,-3729.670000000001,-0.5375651477065703,24.0,0.20249520153550865
TRX-10124,PROD-3299,2025-01-29,9.0,1340.44,6.86,22.0,Retrasado,Sin Ciudad,Físico,False,False,False,Sin Categoría,925.0,257.44,False,Zona_Franca,0.0,2024-10-22,466.0,1.0,5.0,50.6,False,1,12063.960000000001,9740.14,0.8073750244529987,22.0,0.20517737296260785
TRX-10125,PROD-3207,2025-06-20,1.0,623.43,25.0,17.0,Retrasado,Barranquilla,WhatsApp,False,False,False,Accesorios,1064.0,763.93,False,Occidente,27.5,2025-08-19,165.0,,,,False,0,623.43,-165.5,-0.265466852734068,-10.5,0.20368574199806014
TRX-10126,PROD-2076,2024-12-20,4.0,426.81,10.87,15.0,En Camino,Cali,Online,False,False,False,Laptops,1334.0,1481.0,False,Norte,3.0,2026-01-07,24.0,,,,False,0,1707.24,-4227.63,-2.4762950727489983,12.0,0.21533203125
TRX-10127,PROD-3394,2026-01-01,6.0,782.22,59.05,9.0,Retrasado,Barranquilla,App,False,False,False,Monitores,1882.0,567.01,False,Norte,27.5,2024-05-09,632.0,3.0,5.0,-31.4,False,1,4693.32,1232.2100000000003,0.2625454901860517,-18.5,0.20249520153550865
TRX-10128,PROD-2754,2025-11-18,8.0,1217.55,66.31,12.0,Retrasado,Medellín,WhatsApp,False,False,False,Monitores,956.0,1273.53,False,Zona_Franca,0.0,2025-06-25,220.0,,,,False,0,9740.4,-514.1500000000001,-0.05278530655825224,12.0,0.20249520153550865
TRX-10129,PROD-3390,2025-03-11,14.0,1317.32,20.18,8.0,En Camino,Sin Ciudad,Físico,False,False,False,Tablets,1020.0,100.98,False,Sur,3.0,2024-04-23,648.0,,,,False,0,18442.48,17008.579999999998,0.9222501529078518,5.0,0.20235756385068762
TRX-10130,PROD-2635,2025-01-28,6.0,1160.63,36.64,28.0,Entregado,Bogotá,App,False,False,False,Smartphones,1411.0,459.7,False,Bod-Ext-99,10.0,2025-02-28,337.0,4.5,4.0,30.75,False,2,6963.780000000001,4168.94,0.5986604976033131,18.0,0.20174165457184326
TRX-10131,PROD-2482,2025-03-15,12.0,1976.23,36.33,2.0,Retrasado,Medellín,WhatsApp,False,False,False,Laptops,1955.0,239.01,False,Norte,3.0,2024-06-20,590.0,5.0,2.0,-50.4,False,1,23714.760000000002,20810.309999999998,0.877525642258239,-1.0,0.21533203125
TRX-10132,PROD-1898,2025-12-03,6.0,1385.27,52.36,17.0,Perdido,Bucaramanga,WhatsApp,False,False,False,Smartphones,1731.0,1160.5,False,Sur,0.0,2025-03-18,319.0,2.0,3.0,-59.9,True,1,8311.619999999999,1296.26,0.15595756302622113,17.0,0.20174165457184326
TRX-10133,PROD-1566,2024-10-18,10.0,1863.72,82.88,16.0,Retrasado,Medellín,Físico,False,False,False,Tablets,1389.0,139.95,False,Norte,5.0,2025-06-30,215.0,,,,False,0,18637.2,17154.82,0.9204612280814715,11.0,0.20235756385068762
TRX-10134,PROD-3087,2024-11-22,4.0,244.69,23.49,23.0,Retrasado,Bogotá,App,False,False,False,Laptops,1046.0,422.87,False,Occidente,27.5,2024-09-26,492.0,,,,False,0,978.76,-736.21,-0.7521864399852876,-4.5,0.21533203125
TRX-10135,PROD-3021,2026-01-23,9.0,132.13,57.09,16.0,Devuelto,Bogotá,App,False,False,False,Smartphones,444.0,1348.93,False,Sur,5.0,2025-11-21,71.0,,,,False,0,1189.17,-11008.29,-9.257120512626454,11.0,0.20174165457184326
TRX-10136,PROD-1372,2025-10-06,7.0,628.88,79.38,3.0,Retrasado,Cali,Online,False,False,False,Tablets,1326.0,108.2,False,Occidente,10.0,2024-12-18,409.0,5.0,5.0,11.5,True,1,4402.16,3565.3799999999997,0.8099160412161303,-7.0,0.20235756385068762
TRX-10137,PROD-1192,2024-11-28,14.0,281.81,83.81,19.0,Retrasado,Bogotá,WhatsApp,False,False,False,Laptops,439.0,1325.03,False,Occidente,3.0,2025-03-27,310.0,,,,False,0,3945.34,-14688.89,-3.7230986429559936,16.0,0.21533203125
TRX-10138,PROD-1449,2025-12-04,11.0,1056.48,68.32,16.0,Perdido,Cali,App,False,False,False,Laptops,1378.0,910.52,False,Sur,5.0,2024-05-29,612.0,1.5,3.0,86.9,False,2,11621.28,1537.2400000000005,0.1322780278936572,11.0,0.21533203125
TRX-10139,PROD-1626,2025-11-02,6.0,1042.77,33.46,11.0,En Camino,Bogotá,Físico,False,False,False,Monitores,729.0,1414.28,False,Zona_Franca,5.0,2025-01-23,373.0,1.0,1.0,41.1,False,1,6256.62,-2262.52,-0.36162017191390877,6.0,0.20249520153550865
TRX-10140,PROD-3570,2024-10-18,1.0,1154.34,83.19,26.0,En Camino,Barranquilla,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,1154.34,,,,0.20959451741861793
TRX-10141,PROD-1655,2024-12-14,2.0,1493.0,75.51,9.0,En Camino,Bogotá,Online,False,False,False,Monitores,1780.0,691.74,False,Norte,3.0,2026-01-02,29.0,,,,False,0,2986.0,1527.01,0.5113898191560616,6.0,0.20249520153550865
TRX-10142,PROD-3787,2026-01-27,12.0,1942.95,71.92,14.0,Devuelto,Medellín,WhatsApp,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,23315.4,,,,0.20959451741861793
TRX-10143,PROD-2729,2025-09-21,6.0,1757.73,11.4,2.0,Retrasado,Medellín,Online,False,False,False,Laptops,1859.0,121.48,False,Zona_Franca,27.5,2025-12-27,35.0,,,,False,0,10546.380000000001,9806.1,0.929807194506551,-25.5,0.21533203125
TRX-10144,PROD-3442,2025-09-24,11.0,245.55,52.36,13.0,Entregado,Cali,Físico,False,False,False,Accesorios,286.0,485.1,False,Norte,5.0,2024-10-29,459.0,,,,False,0,2701.05,-2687.4100000000003,-0.994950111993484,8.0,0.20368574199806014
TRX-10145,PROD-1260,2024-11-21,1.0,683.64,9.11,5.0,Entregado,Bogotá,App,False,False,False,Laptops,685.0,74.06,False,Bod-Ext-99,10.0,2025-04-24,282.0,4.666666666666667,3.6666666666666665,55.96666666666667,True,3,683.64,600.4699999999999,0.8783424024340295,-5.0,0.21533203125
TRX-10146,PROD-2576,2024-10-31,11.0,519.09,71.06,20.0,Perdido,Cali,Online,False,False,False,Smartphones,1896.0,1248.37,False,Norte,10.0,2024-09-28,490.0,,,,False,0,5709.990000000001,-8093.1399999999985,-1.4173650041418633,10.0,0.20174165457184326
TRX-10147,PROD-2563,2025-01-23,5.0,361.87,94.76,14.0,Devuelto,Barranquilla,Físico,False,False,False,Tablets,1944.0,712.49,False,Bod-Ext-99,5.0,2025-09-11,142.0,,,,False,0,1809.35,-1847.86,-1.0212838864785696,9.0,0.20235756385068762
TRX-10148,PROD-3440,2025-07-11,1.0,1094.0,78.5,1.0,Sin Información,Bogotá,Físico,False,False,False,Laptops,474.0,1190.75,False,Sur,5.0,2025-07-31,184.0,,,,False,0,1094.0,-175.25,-0.16019195612431444,-4.0,0.21533203125
TRX-10149,PROD-2917,2025-06-26,13.0,1111.0,83.99,6.0,Devuelto,Sin Ciudad,Online,False,False,False,Laptops,1014.0,231.61,False,Zona_Franca,10.0,2025-10-09,114.0,3.5,2.5,15.699999999999996,True,2,14443.0,11348.08,0.7857148791802258,-4.0,0.21533203125
TRX-10150,PROD-3167,2025-11-21,3.0,462.22,56.77,22.0,Retrasado,Barranquilla,Físico,False,False,False,Smartphones,188.0,1284.79,False,Norte,5.0,2024-07-11,569.0,4.0,5.0,-95.3,True,1,1386.66,-2524.48,-1.8205472141692989,17.0,0.20174165457184326
TRX-10151,PROD-2029,2025-10-01,12.0,1426.68,33.94,11.0,Sin Información,Bogotá,App,False,False,False,Monitores,1605.0,793.67,False,Norte,10.0,2025-08-24,160.0,4.0,3.0,-89.0,True,1,17120.16,7562.180000000001,0.44171199334585665,1.0,0.20249520153550865
TRX-10152,PROD-3266,2025-07-23,12.0,1468.5,69.39,17.0,Entregado,Cali,App,False,False,False,Accesorios,565.0,281.52,False,Sur,5.0,2025-07-09,206.0,,,,False,0,17622.0,14174.37,0.8043564862104189,12.0,0.20368574199806014
TRX-10153,PROD-1047,2025-07-01,12.0,51.75,72.64,23.0,Devuelto,Barranquilla,App,False,False,False,Smartphones,1659.0,697.74,False,Norte,5.0,2025-04-06,300.0,2.5,3.0,-22.85,False,2,621.0,-7824.52,-12.59987117552335,18.0,0.20174165457184326
TRX-10154,PROD-3786,2025-04-01,7.0,797.56,69.16,22.0,Perdido,Bogotá,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,5582.92,,,,0.20959451741861793
TRX-10155,PROD-3952,2025-12-27,5.0,1781.38,94.94,14.0,Entregado,Sin Ciudad,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,2.5,2.5,-10.75,False,2,8906.900000000001,,,,0.20959451741861793
TRX-10156,PROD-1469,2025-07-11,12.0,1045.43,52.36,14.0,Devuelto,Medellín,App,False,False,False,Accesorios,486.0,419.0,False,Norte,5.0,2025-11-13,79.0,5.0,2.0,-77.8,True,1,12545.16,7464.800000000001,0.5950342602246604,9.0,0.20368574199806014
TRX-10157,PROD-3792,2025-02-21,10.0,701.78,39.88,20.0,Retrasado,Cali,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,3.0,4.0,-6.4,True,1,7017.799999999999,,,,0.20959451741861793
TRX-10158,PROD-3199,2025-10-11,1.0,514.82,8.77,7.0,Retrasado,Bogotá,WhatsApp,False,False,False,Monitores,1887.0,746.27,False,Norte,27.5,2024-04-15,656.0,5.0,2.0,-50.0,True,1,514.82,-240.21999999999994,-0.46660968882327786,-20.5,0.20249520153550865
TRX-10159,PROD-2092,2025-05-13,1.0,494.28,91.3,19.0,Sin Información,Bogotá,Online,False,False,False,Sin Categoría,1405.0,496.34,False,Occidente,5.0,2024-05-04,637.0,2.0,1.0,56.6,False,1,494.28,-93.36,-0.18888079630978394,14.0,0.20517737296260785
TRX-10160,PROD-3625,2026-01-09,8.0,208.54,20.25,26.0,Retrasado,Bogotá,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,1.0,5.0,95.3,False,1,1668.32,,,,0.20959451741861793
TRX-10161,PROD-2393,2025-11-01,11.0,1636.28,71.25,27.0,Retrasado,Medellín,Físico,False,False,False,Laptops,132.0,751.07,False,Zona_Franca,3.0,2025-04-24,282.0,3.0,3.0,80.7,True,1,17999.079999999998,9666.06,0.5370307815732804,24.0,0.21533203125
TRX-10162,PROD-1456,2025-02-15,14.0,182.45,87.95,22.0,Entregado,Bucaramanga,Online,False,False,False,Laptops,1935.0,245.14,False,Norte,10.0,2025-11-16,76.0,2.5,4.5,42.4,True,2,2554.2999999999997,-965.61,-0.3780331206201308,12.0,0.21533203125
TRX-10163,PROD-2202,2025-06-20,13.0,591.67,34.46,6.0,Entregado,Cali,Físico,False,False,False,Accesorios,1353.0,1041.61,False,Occidente,5.0,2024-10-07,481.0,,,,False,0,7691.709999999999,-5883.679999999999,-0.7649378356698315,1.0,0.20368574199806014
TRX-10164,PROD-2780,2025-08-23,9.0,100.89,83.89,13.0,Devuelto,Sin Ciudad,Físico,False,False,False,Laptops,800.0,783.59,False,Occidente,3.0,2024-11-18,439.0,1.0,5.0,10.6,False,1,908.01,-6228.1900000000005,-6.859164546645963,10.0,0.21533203125
TRX-10165,PROD-1647,2025-02-03,7.0,1564.96,36.55,10.0,Perdido,Bogotá,WhatsApp,False,False,False,Laptops,1674.0,687.79,False,Norte,27.5,2025-02-01,364.0,,,,False,0,10954.720000000001,6103.64,0.5571698774592139,-17.5,0.21533203125
TRX-10166,PROD-2858,2025-03-12,13.0,88.17,80.45,22.0,En Camino,Bucaramanga,App,False,False,False,Smartphones,1609.0,1250.87,False,Bod-Ext-99,10.0,2025-10-12,111.0,2.0,2.0,85.7,False,1,1146.21,-15195.55,-13.257212901649783,12.0,0.20174165457184326
TRX-10167,PROD-1013,2025-11-11,3.0,623.52,11.63,19.0,En Camino,Bogotá,WhatsApp,False,False,False,Smartphones,1037.0,1403.15,False,Norte,5.0,2025-07-25,190.0,,,,False,0,1870.56,-2350.5200000000004,-1.2565862629373026,14.0,0.20174165457184326
TRX-10168,PROD-3957,2024-10-20,12.0,1150.86,52.36,10.0,Retrasado,Cali,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,13810.32,,,,0.20959451741861793
TRX-10169,PROD-3947,2025-02-05,6.0,825.03,67.25,5.0,Devuelto,Bucaramanga,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,4950.18,,,,0.20959451741861793
TRX-10170,PROD-2078,2025-11-09,3.0,571.72,69.33,13.0,En Camino,Sin Ciudad,Físico,False,False,False,Laptops,1060.0,410.48,False,Norte,10.0,2025-06-24,221.0,2.5,2.5,-25.5,True,2,1715.16,414.39000000000004,0.24160428181627372,3.0,0.21533203125
TRX-10171,PROD-3050,2025-11-01,10.0,557.63,51.69,17.0,En Camino,Medellín,App,False,False,False,Tablets,1020.0,1039.87,False,Bod-Ext-99,0.0,2025-09-08,145.0,,,,False,0,5576.3,-4874.089999999998,-0.8740724136075889,17.0,0.20235756385068762
TRX-10172,PROD-1731,2025-12-31,4.0,1597.6,70.27,22.0,En Camino,Cali,Físico,False,False,False,Laptops,1786.0,652.39,False,Norte,5.0,2024-09-18,500.0,,,,False,0,6390.4,3710.5699999999997,0.580647533800701,17.0,0.21533203125
TRX-10173,PROD-3079,2025-10-03,12.0,1948.22,92.7,23.0,En Camino,Bucaramanga,Físico,False,False,False,Sin Categoría,142.0,1318.38,False,Sur,27.5,2025-03-10,327.0,4.0,2.0,-44.8,True,1,23378.64,7465.379999999999,0.31932481957889763,-4.5,0.20517737296260785
TRX-10174,PROD-1435,2025-05-21,4.0,702.6,74.72,5.0,Sin Información,Barranquilla,WhatsApp,False,False,False,Sin Categoría,1289.0,475.36,False,Bod-Ext-99,10.0,2025-12-24,38.0,,,,False,0,2810.4,834.24,0.29684030742954737,-5.0,0.20517737296260785
TRX-10175,PROD-3561,2025-09-01,3.0,87.9,96.32,21.0,En Camino,Cali,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,3.0,4.0,-30.7,True,2,263.70000000000005,,,,0.20959451741861793
TRX-10176,PROD-2222,2025-12-08,10.0,82.77,47.62,29.0,Sin Información,Medellín,App,False,False,False,Laptops,1004.0,348.4,False,Occidente,10.0,2025-04-13,293.0,,,,False,0,827.6999999999999,-2703.92,-3.2667874833877013,19.0,0.21533203125
TRX-10177,PROD-3617,2025-12-10,6.0,1520.83,55.19,22.0,Sin Información,Bogotá,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,9124.98,,,,0.20959451741861793
TRX-10178,PROD-3079,2025-11-30,5.0,1109.22,30.06,7.0,Devuelto,Barranquilla,Físico,False,False,False,Sin Categoría,142.0,1318.38,False,Sur,27.5,2025-03-10,327.0,2.0,2.5,56.900000000000006,False,2,5546.1,-1075.8600000000004,-0.1939849624060151,-20.5,0.20517737296260785
TRX-10179,PROD-3494,2025-05-08,11.0,1569.35,98.63,20.0,En Camino,Sin Ciudad,WhatsApp,False,False,False,Monitores,1294.0,512.29,False,Occidente,27.5,2024-09-17,501.0,2.0,3.0,3.2,False,1,17262.85,11529.03,0.6678520638249189,-7.5,0.20249520153550865
TRX-10180,PROD-1814,2025-07-06,9.0,1398.02,52.36,7.0,En Camino,Cali,Online,False,False,False,Accesorios,1055.0,657.69,False,Zona_Franca,5.0,2025-10-07,116.0,4.5,1.0,24.9,True,2,12582.18,6610.61,0.5253946454429995,2.0,0.20368574199806014
TRX-10181,PROD-1626,2025-07-22,9.0,1815.94,10.24,15.0,Sin Información,Sin Ciudad,Físico,False,False,False,Monitores,729.0,1414.28,False,Zona_Franca,5.0,2025-01-23,373.0,,,,False,0,16343.460000000001,3604.7000000000007,0.2205591716809048,10.0,0.20249520153550865
TRX-10182,PROD-2531,2024-10-26,3.0,1772.79,39.07,15.0,Devuelto,Bucaramanga,WhatsApp,False,False,False,Tablets,406.0,694.63,False,Occidente,5.0,2024-11-30,427.0,,,,False,0,5318.37,3195.4099999999994,0.6008250648224925,10.0,0.20235756385068762
TRX-10183,PROD-1661,2024-09-24,13.0,1578.77,33.28,21.0,Entregado,Bucaramanga,Online,False,False,False,Smartphones,464.0,1209.69,False,Norte,0.0,2025-10-17,106.0,5.0,4.0,-91.1,True,1,20524.01,4764.759999999999,0.23215541212462865,21.0,0.20174165457184326
TRX-10184,PROD-3209,2025-09-19,9.0,955.63,41.72,23.0,Entregado,Medellín,Físico,False,False,False,Laptops,314.0,722.71,False,Sur,10.0,2024-10-12,476.0,,,,False,0,8600.67,2054.56,0.23888371487337615,13.0,0.21533203125
TRX-10185,PROD-3172,2025-04-05,13.0,623.17,92.18,1.0,Entregado,Cali,Físico,False,False,False,Monitores,872.0,62.5,False,Occidente,5.0,2024-03-17,685.0,,,,False,0,8101.209999999999,7196.529999999999,0.8883277930086987,-4.0,0.20249520153550865
TRX-10186,PROD-1002,2024-12-25,12.0,1018.98,39.96,26.0,En Camino,Bogotá,Online,False,False,False,Monitores,1209.0,611.62,False,Sur,5.0,2024-06-21,589.0,,,,False,0,12227.76,4848.36,0.3965043474847396,21.0,0.20249520153550865
TRX-10187,PROD-3453,2025-08-16,3.0,1009.12,92.11,12.0,Devuelto,Bucaramanga,Físico,False,False,False,Smartphones,1749.0,974.23,False,Bod-Ext-99,27.5,2025-11-23,69.0,,,,False,0,3027.36,12.55999999999996,0.0041488293430579646,-15.5,0.20174165457184326
TRX-10188,PROD-2327,2025-07-27,4.0,1224.45,45.22,2.0,Entregado,Medellín,Físico,False,False,False,Monitores,789.0,826.25,False,Norte,5.0,2025-04-15,291.0,,,,False,0,4897.8,1547.5800000000002,0.3159745191718731,-3.0,0.20249520153550865
TRX-10189,PROD-3001,2025-02-04,1.0,380.33,86.2,18.0,Retrasado,Sin Ciudad,Físico,False,False,False,Accesorios,1638.0,775.9,False,Norte,5.0,2024-09-11,507.0,2.0,1.0,-33.6,True,1,380.33,-481.77,-1.2667157468514185,13.0,0.20368574199806014
TRX-10190,PROD-1079,2025-04-14,5.0,1314.68,54.57,15.0,Retrasado,Cali,WhatsApp,False,False,False,Accesorios,758.0,764.59,False,Zona_Franca,5.0,2024-12-13,414.0,2.0,2.0,-22.3,True,1,6573.400000000001,2695.88,0.410119572823805,10.0,0.20368574199806014
TRX-10191,PROD-1458,2025-05-30,12.0,918.64,34.58,7.0,Devuelto,Cali,WhatsApp,False,False,False,Smartphones,1262.0,1255.7,False,Norte,0.0,2025-04-23,283.0,,,,False,0,11023.68,-4079.3000000000006,-0.3700488403146681,7.0,0.20174165457184326
TRX-10192,PROD-2486,2025-02-16,9.0,1244.21,52.36,9.0,En Camino,Bogotá,Físico,False,False,False,Smartphones,1722.0,869.85,False,Occidente,5.0,2025-11-26,66.0,,,,False,0,11197.89,3316.88,0.29620580305754035,4.0,0.20174165457184326
TRX-10193,PROD-2259,2025-09-03,2.0,486.81,47.69,23.0,Sin Información,Medellín,WhatsApp,False,False,False,Smartphones,1389.0,1201.21,False,Bod-Ext-99,27.5,2025-03-01,336.0,3.0,1.0,45.9,False,1,973.62,-1476.4900000000002,-1.5164951418417865,-4.5,0.20174165457184326
TRX-10194,PROD-1980,2025-09-05,4.0,874.45,45.32,28.0,Entregado,Barranquilla,Físico,False,False,False,Accesorios,794.0,1078.61,False,Norte,27.5,2024-05-02,639.0,2.0,2.0,29.1,False,1,3497.8,-861.9599999999995,-0.24642918405855094,0.5,0.20368574199806014
